business_id,category,city,price_range,avg_rating,review_count,promo_activity,sales_target
10405,Hair Salon,Begusarai,2,4.4,2169,1,78822.22
10406,Coffee Shop,Saharsa,3,4.4,2333,0,71451.13
10407,Restaurant,Khagaria,2,4.5,261,1,52356.58
10408,Gym,Khagaria,4,3.8,4375,1,132863.01
10409,Auto Repair,Khagaria,4,3.9,1517,0,77128.34
10410,Gym,Saharsa,1,3.9,3068,1,89504.1
10411,Bookstore,Mansi,1,3.8,2170,1,63325.67
10412,Gym,Khagaria,3,4.6,3013,0,88577.33
10413,Pet Store,Meerut,4,4.0,447,1,47962.01
10414,Bookstore,Saharsa,4,3.8,3725,0,99043.18
10415,Gym,Khagaria,2,4.3,4522,1,118102.75
10416,Bakery,Khagaria,2,4.1,3477,0,96046.81
10417,Restaurant,Khagaria,1,3.9,1065,1,62405.62
10418,Bookstore,Mansi,2,4.1,1795,1,68253.33
10419,Auto Repair,Mansi,1,4.1,3566,1,107589.17
10420,Hair Salon,Saharsa,4,3.3,3319,1,83155.72
10421,Gym,Saharsa,2,4.6,387,1,52514.52
10422,Plumber,Meerut,3,4.1,1418,0,51021.09
10423,Pet Store,Begusarai,3,4.0,4073,0,102048.08
10424,Hair Salon,Saharsa,1,4.9,4046,0,119936.74
10425,Restaurant,Meerut,1,4.8,2143,0,86258.06
10426,Gym,Mansi,3,3.7,1420,1,69552.45
10427,Gym,Saharsa,1,4.1,2618,0,76978.71
10428,Plumber,Begusarai,1,3.4,1539,1,66535.94
10429,Restaurant,Saharsa,1,4.0,369,0,50918.43
10430,Pet Store,Mansi,3,4.4,3817,1,90825.81
10431,Gym,Saharsa,4,4.0,81,1,47506.79
10432,Pet Store,Begusarai,2,4.0,4365,0,96049.94
10433,Pet Store,Saharsa,4,4.9,1902,0,88207.48
10434,Bakery,Khagaria,3,4.9,2624,1,90870.18
10435,Pet Store,Meerut,2,5.0,2233,1,81106.33
10436,Auto Repair,Meerut,2,5.0,2537,0,90675.59
10437,Restaurant,Meerut,3,4.3,668,0,61301.0
10438,Pet Store,Begusarai,3,3.7,4839,0,96918.94
10439,Hair Salon,Mansi,2,4.6,2257,0,83699.06
10440,Restaurant,Mansi,2,4.1,4284,1,121381.38
10441,Bakery,Meerut,3,4.0,4036,1,109303.69
10442,Pet Store,Khagaria,3,4.1,2149,0,70764.78
10443,Auto Repair,Saharsa,4,3.8,4753,0,115281.35
10444,Restaurant,Mansi,4,5.0,278,0,75251.33
10445,Boutique,Begusarai,4,4.0,4765,0,123823.53
10446,Bakery,Khagaria,3,4.7,4892,1,158550.8
10447,Gym,Mansi,2,4.8,4702,0,126197.31
10448,Bookstore,Begusarai,1,5.0,4759,0,107667.63
10449,Restaurant,Begusarai,3,4.8,4106,0,104526.15
10450,Boutique,Khagaria,4,4.3,2232,0,77461.81
10451,Bookstore,Begusarai,4,3.5,2316,0,66878.3
10452,Gym,Saharsa,2,3.7,2569,1,70914.46
10453,Restaurant,Meerut,2,3.6,4378,1,110649.95
10454,Plumber,Mansi,2,4.7,164,0,49263.96
10455,Pet Store,Meerut,2,3.9,4462,0,107434.85
10456,Plumber,Meerut,4,4.6,2906,0,87068.41
10457,Auto Repair,Begusarai,2,4.7,4600,1,118338.5
10458,Boutique,Khagaria,1,4.7,2372,1,82156.15
10459,Boutique,Mansi,1,4.0,3665,0,93433.41
10460,Bakery,Mansi,1,3.7,404,0,43847.87
