interaction_id,user_id,business_id,timestamp,distance_km,interaction_type,time_spent_sec,conversion_target
900082,58719,12499,2024-07-29 09:59:53,6.7,visit,400,1
900083,54437,11791,2024-01-22 13:44:44,8.6,review,519,0
900084,58148,18554,2024-09-16 14:11:18,8.4,purchase,278,1
900085,56757,15638,2024-04-13 06:10:54,11.1,click,48,1
900086,56924,17753,2024-11-04 09:41:29,0.2,view,582,0
900087,54053,11354,2024-11-03 04:27:55,4.7,view,108,0
900088,59002,18706,2024-07-17 12:15:52,4.2,purchase,60,1
900089,52179,13963,2024-03-07 05:58:45,1.2,purchase,311,1
900090,57674,19311,2024-06-17 01:16:20,7.1,view,27,0
900091,56710,11263,2024-09-17 07:20:26,13.1,click,97,1
900092,52464,11587,2024-12-22 10:21:27,4.2,purchase,160,1
900093,58381,14888,2024-05-11 11:56:23,13.6,view,452,0
900094,50671,16962,2024-11-07 11:06:26,1.8,view,51,0
900095,59192,17343,2024-11-10 18:36:31,8.9,visit,174,1
900096,57205,15761,2024-09-05 11:42:14,7.9,view,214,0
900097,50805,19042,2024-05-27 00:48:19,6.5,visit,201,1
900098,58971,19516,2024-11-03 20:16:13,1.8,click,341,0
900099,54670,16473,2024-08-28 23:57:39,0.1,view,263,0
900100,52992,18441,2024-10-15 00:17:49,3.0,view,463,0
900101,57924,12194,2024-11-29 19:44:43,1.2,view,560,0
900102,56308,16051,2024-06-13 08:20:06,8.5,view,356,0
900103,52753,12493,2024-11-16 18:57:43,0.1,visit,597,1
900104,55849,15716,2024-09-21 03:24:00,3.0,view,305,0
900105,55353,11633,2024-03-19 01:21:05,0.1,visit,109,1
900106,54992,16057,2024-05-26 00:34:15,4.3,view,137,1
900107,53439,11106,2024-06-18 10:42:34,10.9,view,401,0
900108,56907,19590,2024-05-14 20:59:34,11.9,purchase,90,1
900109,52876,17181,2024-02-29 06:20:39,8.9,visit,234,1
900110,54619,15067,2024-03-07 19:27:33,7.6,view,101,0
900111,51426,12597,2024-06-19 18:33:57,0.1,click,5,1
900112,51622,19266,2024-06-02 03:30:04,11.0,visit,30,1
900113,58351,17002,2024-03-24 03:29:13,3.4,visit,187,1
900114,57430,17746,2024-05-15 00:14:19,11.5,view,254,0
900115,57768,16844,2024-03-22 08:58:44,0.1,visit,226,1
900116,52788,15121,2024-07-09 13:34:39,5.4,view,589,0
900117,59270,10168,2024-06-07 13:59:13,0.1,click,265,0
900118,53138,11147,2024-02-12 17:12:47,0.5,visit,162,1
900119,59912,18771,2024-01-01 15:02:45,2.8,visit,115,1
900120,58723,13618,2024-07-09 11:11:48,0.1,visit,241,1
900121,50328,12261,2024-11-10 06:47:50,12.0,click,470,0
900122,59801,13611,2024-11-05 07:55:48,6.9,view,381,0
900123,58836,10167,2024-05-30 05:29:33,0.5,view,45,0
900124,50782,13406,2024-04-10 02:59:35,8.9,purchase,484,1
900125,51940,14105,2024-01-29 15:26:26,4.4,view,129,0
900126,55747,13606,2024-04-21 23:12:55,5.1,view,338,0
900127,53763,19766,2024-11-11 16:02:23,0.1,visit,26,1
900128,57082,11439,2024-12-03 13:22:01,14.5,view,48,0
900129,58700,14636,2024-04-10 06:22:15,12.4,click,97,0
900130,54333,14676,2024-04-08 11:41:03,13.6,click,390,0
900131,53431,10871,2024-02-29 10:58:26,6.9,click,150,0
900132,51546,14434,2024-06-24 13:13:07,7.2,visit,48,1
900133,57198,17264,2024-12-26 13:09:34,3.5,view,448,0
900134,59683,12287,2024-11-22 11:16:56,11.1,purchase,589,1
900135,54214,14718,2024-05-17 23:32:50,12.9,purchase,73,1
900136,52934,11201,2024-04-11 04:20:17,0.1,click,488,0
900137,52900,10146,2024-08-23 18:12:17,0.1,view,506,0
900138,52533,17921,2024-02-26 12:57:37,11.1,click,274,0
900139,51915,17607,2024-12-20 08:48:25,1.9,visit,74,1
900140,57816,12024,2024-07-24 05:51:09,11.5,purchase,301,1
900141,50259,13983,2024-02-17 22:25:56,0.1,visit,441,1
900142,50382,19309,2024-01-28 13:10:45,13.8,view,561,0
900143,50488,10010,2024-12-12 10:59:37,0.1,view,126,0
900144,59125,17980,2024-12-25 18:15:26,6.1,view,204,0
900145,59645,13169,2024-12-18 10:19:02,0.1,purchase,108,1
900146,59455,13399,2024-04-05 06:10:49,2.7,view,173,0
900147,52849,14925,2024-10-19 18:00:45,0.1,view,98,0
900148,52039,18826,2024-05-07 22:31:10,1.5,click,526,0
900149,50318,12353,2024-05-02 09:10:17,0.1,purchase,457,1
900150,56410,15359,2024-03-24 05:13:17,0.1,visit,73,1
900151,59298,19088,2024-11-28 20:41:11,4.0,purchase,421,1
900152,56660,19430,2024-11-04 19:35:54,4.5,view,514,0
900153,57945,18043,2024-02-08 09:42:35,7.4,view,95,0
900154,54590,18322,2024-12-03 18:25:19,5.7,view,46,0
900155,56500,10584,2024-06-11 09:28:08,0.1,view,49,0
900156,56584,19421,2024-06-20 20:24:34,5.7,view,400,0
900157,50125,17384,2024-05-26 07:49:03,2.7,click,109,0
900158,53657,18876,2024-02-15 02:12:09,7.6,click,410,0
900159,51305,14751,2024-05-21 09:56:57,12.0,view,304,0
900160,56666,14208,2024-03-21 22:24:43,8.5,purchase,504,1
900161,58795,13635,2024-12-01 18:27:10,0.2,purchase,562,1
900162,55722,10741,2024-07-14 05:25:16,9.0,view,26,0
900163,55379,15841,2024-10-22 11:52:28,12.9,view,193,0
900164,57211,12826,2024-03-23 11:24:06,5.7,purchase,8,1
900165,52021,12148,2024-03-13 10:23:34,1.9,view,335,0
900166,58022,10653,2024-12-09 05:24:01,9.4,view,420,0
900167,53832,15337,2024-09-27 00:49:03,1.5,view,44,1
900168,58981,14919,2024-05-05 02:24:49,3.6,view,134,0
900169,55727,15819,2024-06-23 09:07:39,6.3,purchase,75,1
900170,58561,14975,2024-10-15 02:07:48,10.2,view,518,0
900171,54944,18672,2024-10-27 10:35:31,1.2,view,524,0
900172,52758,19273,2024-08-08 06:30:48,0.1,visit,323,1
900173,52753,13220,2024-08-27 16:58:23,15.6,view,296,0
900174,51887,14742,2024-01-27 00:03:11,9.1,click,274,1
900175,59111,17456,2024-07-08 17:06:17,6.3,view,592,0
900176,50881,19522,2024-03-05 09:58:34,11.0,click,51,1
900177,51048,17999,2024-06-12 00:32:23,8.4,view,256,0
900178,58498,13470,2024-03-08 20:09:32,2.8,view,267,0
900179,51425,14292,2024-05-02 13:18:10,12.3,view,481,0
900180,53999,11933,2024-10-17 05:30:02,10.3,review,462,0
900181,54658,11811,2024-07-08 08:31:32,2.7,view,234,0
900182,50973,19173,2024-11-08 00:16:44,8.8,review,278,0
900183,52633,10222,2024-05-04 00:42:48,3.3,click,264,0
900184,55582,11121,2024-01-21 19:13:21,0.3,purchase,308,1
900185,54901,11079,2024-02-04 16:23:28,2.3,purchase,572,1
900186,58982,12511,2024-12-23 06:08:24,0.1,view,161,0
900187,59911,17426,2024-04-28 00:16:45,0.1,click,532,0
900188,51121,18548,2024-08-24 05:57:35,15.3,view,373,0
900189,56217,15270,2024-09-28 21:38:22,0.1,view,180,0
900190,52550,15474,2024-12-18 00:44:38,0.1,view,151,0
900191,51750,19843,2024-10-10 20:25:44,8.0,view,494,0
900192,50644,15328,2024-04-05 23:18:06,0.1,view,136,0
900193,58428,13972,2024-05-29 03:47:24,9.5,click,19,0
900194,54984,14225,2024-11-18 22:29:24,10.3,view,195,0
900195,50820,13709,2024-08-03 14:17:41,0.1,click,288,0
900196,51957,18485,2024-03-14 14:30:57,2.0,visit,129,1
900197,54190,13477,2024-11-05 08:07:18,24.8,purchase,484,1
900198,59340,17971,2024-09-11 23:23:08,14.7,view,291,0
900199,59607,15563,2024-08-22 03:47:32,4.4,click,364,0
900200,54292,13634,2024-08-31 22:07:46,0.1,visit,317,1
900201,58008,11918,2024-01-19 05:05:32,0.1,view,28,0
900202,57255,14240,2024-09-05 23:05:44,12.4,view,33,0
900203,52344,11871,2024-09-15 22:06:51,15.9,visit,170,1
900204,57972,10492,2024-08-11 02:50:24,6.8,visit,450,1
900205,52347,11950,2024-10-26 22:01:38,8.8,visit,268,1
900206,50983,14454,2024-03-31 23:15:09,2.1,visit,466,1
900207,58680,17356,2024-01-20 13:28:01,10.5,view,532,0
900208,53756,12319,2024-04-06 04:11:02,3.9,click,466,0
900209,51679,16431,2024-06-25 19:01:00,1.7,click,413,0
900210,56704,18091,2024-08-27 01:02:05,7.7,view,396,0
900211,57439,19770,2024-09-11 07:55:46,0.1,view,292,0
900212,51853,14611,2024-01-03 18:11:29,2.0,click,373,0
900213,57023,19108,2024-03-20 01:10:54,12.0,click,594,0
900214,53025,12116,2024-12-25 08:57:53,7.6,visit,238,1
900215,51923,12251,2024-02-28 10:39:52,7.9,visit,144,1
900216,55331,16129,2024-02-03 11:34:31,3.5,purchase,407,1
900217,51570,10421,2024-05-19 10:59:11,0.1,review,424,0
900218,58330,18635,2024-05-19 04:40:49,8.0,view,473,0
900219,55381,12775,2024-05-04 15:28:25,9.6,view,110,0
900220,59100,15461,2024-09-18 16:56:05,11.5,visit,360,1
900221,51785,12856,2024-06-05 08:53:10,2.4,review,538,0
900222,52181,11955,2024-04-11 02:56:08,12.0,view,140,0
900223,56578,17742,2024-12-27 18:31:26,2.4,purchase,61,1
900224,52456,10402,2024-04-07 05:40:43,8.4,view,375,0
900225,58222,10656,2024-07-13 21:55:57,0.1,review,228,0
900226,53843,13498,2024-02-28 07:58:38,4.6,visit,436,1
900227,54488,11993,2024-12-21 19:08:54,0.1,purchase,243,1
900228,51237,16257,2024-02-13 13:05:01,12.1,click,213,0
900229,54457,12939,2024-07-20 04:01:43,0.4,view,80,0
900230,50894,10675,2024-01-04 02:26:08,7.0,purchase,92,1
900231,52454,19914,2024-06-19 18:08:26,0.1,view,107,0
900232,53546,17182,2024-04-04 01:27:11,1.9,view,193,0
900233,55550,14963,2024-11-13 13:03:03,6.8,view,124,0
900234,58510,14171,2024-08-02 05:27:00,2.3,view,394,0
900235,56467,19274,2024-10-30 07:48:35,0.1,view,122,0
900236,57360,13149,2024-08-21 21:00:24,5.7,click,367,0
900237,55594,18188,2024-04-14 16:01:10,10.0,view,263,1
900238,59423,19730,2024-04-27 12:01:52,8.9,visit,554,1
900239,53197,18191,2024-09-18 15:54:35,3.6,purchase,123,1
900240,56031,15963,2024-10-07 20:20:23,11.8,view,225,0
900241,56196,18978,2024-10-23 03:34:35,0.1,click,541,0
900242,56774,11802,2024-11-12 13:54:08,3.1,view,559,0
900243,52384,10837,2024-06-08 06:20:41,9.4,purchase,177,1
900244,59050,15192,2024-10-25 00:18:28,1.3,purchase,82,1
900245,51278,16203,2024-10-04 00:52:22,2.7,purchase,536,1
900246,57326,13760,2024-10-08 03:54:52,7.5,purchase,519,1
900247,51666,19077,2024-03-18 04:28:36,4.7,view,293,0
900248,56931,11337,2024-01-29 12:12:32,0.1,click,93,1
900249,52247,10653,2024-03-08 23:17:38,0.3,view,391,0
900250,57779,12042,2024-12-14 14:16:29,6.5,visit,126,1
900251,57268,10812,2024-12-31 19:56:55,0.1,view,115,0
900252,57720,10777,2024-04-28 15:04:10,4.1,purchase,327,1
900253,53977,18464,2024-04-02 18:13:13,5.4,click,435,0
900254,59758,18554,2024-08-10 10:13:18,3.5,purchase,8,1
900255,56654,19558,2024-10-16 05:49:35,9.3,view,439,0
900256,54337,12928,2024-03-06 02:03:00,5.6,view,387,0
900257,52866,18426,2024-04-29 00:35:22,1.2,visit,474,1
900258,53336,10710,2024-06-24 01:41:26,0.1,visit,230,1
900259,54139,11390,2024-12-25 21:43:39,0.1,click,355,0
900260,57376,13185,2024-08-09 09:18:18,5.3,click,382,0
900261,54288,12939,2024-04-29 05:30:16,10.4,purchase,240,1
900262,57302,13883,2024-03-17 15:45:55,16.6,click,492,0
900263,58355,13232,2024-08-06 11:38:48,2.5,view,228,0
900264,54779,18720,2024-07-02 17:40:33,1.6,purchase,319,1
900265,58319,14440,2024-04-19 21:28:44,1.7,view,31,0
900266,57555,19948,2024-02-15 05:38:55,7.0,visit,532,1
900267,55365,17513,2024-09-02 06:24:40,6.9,view,38,0
900268,54203,14541,2024-01-22 10:12:54,2.0,visit,205,1
900269,55339,16836,2024-08-23 18:57:42,8.1,purchase,438,1
900270,51244,13998,2024-11-21 09:13:05,0.1,purchase,72,1
900271,59820,16755,2024-04-14 13:17:03,5.4,click,73,0
900272,59498,17318,2024-04-28 02:39:58,0.9,visit,465,1
900273,54605,12221,2024-03-06 00:23:34,5.6,click,38,1
900274,56099,17190,2024-05-30 11:23:41,3.4,view,9,0
900275,52347,17989,2024-07-14 17:31:20,9.2,visit,69,1
900276,58265,18820,2024-02-19 15:59:13,10.3,visit,541,1
900277,59220,10631,2024-04-02 08:14:09,1.8,visit,337,1
900278,54848,10916,2024-03-28 05:40:26,9.2,review,8,0
900279,57500,10952,2024-06-22 09:37:37,10.5,view,552,0
900280,56100,15953,2024-07-18 13:17:39,10.3,view,123,0
900281,52797,11497,2024-11-07 03:37:12,2.7,view,540,0
900282,54327,11696,2024-07-29 03:44:20,7.1,view,466,0
900283,58964,14493,2024-12-23 10:47:43,4.1,view,8,1
900284,50098,19112,2024-10-27 18:51:52,0.3,click,210,0
900285,51060,13561,2024-06-28 03:06:27,0.1,visit,429,1
900286,55339,10743,2024-10-07 01:55:36,4.5,purchase,494,1
900287,54711,11887,2024-11-08 22:08:36,4.6,purchase,162,1
900288,56818,13484,2024-06-15 22:11:16,3.4,purchase,5,1
900289,51741,17031,2024-02-11 00:11:00,0.1,view,584,0
900290,58747,17184,2024-12-21 10:46:16,4.8,purchase,475,1
900291,59180,18525,2024-05-09 18:34:42,5.6,visit,139,1
900292,52221,16111,2024-07-15 15:11:49,11.2,click,159,1
900293,59838,12118,2024-11-28 13:02:02,3.6,visit,132,1
900294,51616,13121,2024-02-01 13:42:34,4.9,view,55,0
900295,50309,12212,2024-06-15 05:25:09,3.7,view,510,0
900296,50677,17594,2024-12-10 16:58:15,0.1,view,154,1
900297,59231,11739,2024-11-07 14:17:48,7.3,visit,238,1
900298,53951,18939,2024-11-04 18:00:54,0.8,click,146,1
900299,56665,15013,2024-03-06 06:15:07,5.1,view,47,0
900300,52897,11092,2024-04-19 15:40:47,7.1,click,104,0
900301,51062,10752,2024-05-15 02:26:52,12.2,view,149,0
900302,52734,12262,2024-12-16 23:03:17,0.1,view,301,0
900303,52910,19062,2024-03-25 21:54:10,6.8,view,210,0
900304,59235,19473,2024-02-17 14:19:11,2.5,click,274,0
900305,52777,14227,2024-12-03 23:25:02,7.5,click,347,0
900306,52090,12601,2024-08-15 06:26:22,13.6,click,355,1
900307,58164,13509,2024-06-07 08:19:17,9.6,visit,496,1
900308,56976,19563,2024-12-23 04:13:39,9.1,view,367,0
900309,55722,13565,2024-10-11 04:44:51,0.5,purchase,433,1
900310,53021,14641,2024-03-07 22:39:55,1.9,view,66,0
900311,56555,19726,2024-01-26 03:05:19,3.9,purchase,197,1
900312,54535,14736,2024-01-30 05:39:11,0.1,purchase,54,1
900313,58321,14684,2024-08-08 23:28:11,0.1,purchase,540,1
900314,53000,14112,2024-09-13 07:13:48,5.3,view,370,0
900315,59688,15333,2024-04-25 01:25:17,2.2,view,69,0
900316,56955,19799,2024-08-15 10:14:34,12.0,view,519,0
900317,55557,11392,2024-05-06 15:50:06,0.1,purchase,408,1
900318,57856,17295,2024-07-15 17:24:55,6.4,click,483,0
900319,50084,13264,2024-04-29 15:19:10,13.2,view,110,0
900320,59783,15780,2024-06-30 13:29:27,0.1,click,101,0
900321,55176,13673,2024-08-16 21:22:44,14.6,visit,68,1
900322,53870,16864,2024-02-02 09:39:34,10.3,click,98,1
900323,59462,18169,2024-08-12 15:37:13,8.0,view,538,0
900324,58759,17772,2024-12-21 13:42:02,8.7,visit,122,1
900325,51269,15436,2024-12-03 07:30:59,11.2,click,316,0
900326,52680,13642,2024-06-05 04:31:18,12.7,visit,306,1
900327,53380,12948,2024-03-24 12:04:06,1.9,view,546,0
900328,51334,13139,2024-07-28 06:28:59,0.1,view,443,0
900329,53838,14925,2024-05-05 13:20:29,10.8,view,560,0
900330,57189,19134,2024-11-15 03:37:31,0.1,view,158,0
900331,55830,12351,2024-07-26 15:25:41,4.2,view,403,0
900332,58478,19980,2024-08-09 02:12:27,14.8,view,370,0
900333,54531,17876,2024-05-06 08:26:34,5.0,view,444,0
900334,51950,18842,2024-09-30 13:45:33,9.5,click,320,0
900335,59456,10739,2024-02-28 22:19:46,4.6,view,598,0
900336,57213,16847,2024-04-03 08:23:03,7.3,view,429,0
900337,57302,16008,2024-08-26 21:43:28,0.5,visit,480,1
900338,55105,12569,2024-07-15 21:50:33,14.6,view,255,0
900339,51561,12699,2024-07-28 04:24:14,3.1,view,321,0
900340,57273,19490,2024-02-16 02:28:47,6.1,view,478,0
900341,50669,15929,2024-03-30 06:53:30,5.6,view,25,1
900342,51533,14006,2024-04-10 19:38:21,0.1,visit,68,1
900343,50485,17037,2024-08-12 02:12:24,5.2,view,371,0
900344,51720,10907,2024-12-20 00:08:08,5.5,purchase,427,1
900345,53191,19491,2024-03-06 04:59:07,9.7,purchase,140,1
900346,54888,18670,2024-06-18 00:34:05,3.5,view,139,0
900347,53334,17513,2024-12-24 11:07:58,10.4,view,494,0
900348,55160,16886,2024-08-27 03:40:28,13.1,visit,117,1
900349,52996,17482,2024-12-17 02:16:15,6.5,click,157,0
900350,59855,19568,2024-04-18 00:59:21,5.1,visit,133,1
900351,50595,10102,2024-04-19 11:13:05,14.1,view,316,0
900352,57695,11343,2024-10-29 21:38:09,0.1,visit,283,1
900353,56577,10014,2024-10-16 23:42:15,11.3,purchase,7,1
900354,55244,17036,2024-03-16 19:00:29,2.2,click,148,0
900355,56990,17992,2024-10-30 06:13:40,4.6,purchase,42,1
900356,53324,14805,2024-03-19 19:17:44,0.1,visit,118,1
900357,55117,15270,2024-02-19 03:57:08,0.1,purchase,512,1
900358,58717,14467,2024-07-31 05:26:06,1.6,view,553,0
900359,50806,17192,2024-03-07 23:26:21,1.3,click,327,0
900360,52429,10179,2024-10-05 16:07:32,10.2,visit,150,1
900361,59443,15159,2024-04-22 11:36:38,0.1,view,364,0
900362,54873,10614,2024-10-14 01:37:17,0.5,purchase,190,1
900363,51984,18978,2024-03-12 03:08:04,0.2,click,421,0
900364,55855,14519,2024-02-11 12:59:59,0.6,purchase,580,1
900365,51562,18319,2024-09-08 15:07:52,3.5,view,539,0
900366,59113,16157,2024-03-07 07:19:43,0.8,visit,368,1
900367,53552,11513,2024-07-15 12:08:45,2.4,view,102,0
900368,56144,17051,2024-10-07 14:17:06,7.8,view,497,0
900369,51704,17490,2024-08-19 08:31:20,8.0,review,239,0
900370,51181,11768,2024-06-15 02:30:56,0.1,purchase,260,1
900371,56466,10907,2024-03-13 19:50:21,2.8,view,217,0
900372,54906,12121,2024-11-09 14:31:28,3.0,view,397,0
900373,51141,12481,2024-07-16 12:34:38,1.9,view,567,0
900374,59421,10381,2024-03-24 11:35:48,5.1,click,365,0
900375,56560,18634,2024-04-22 20:41:45,3.1,purchase,333,1
900376,52023,16002,2024-12-05 02:46:29,3.0,visit,421,1
900377,52432,19802,2024-08-08 22:12:20,0.1,purchase,100,1
900378,59920,17722,2024-04-18 23:10:08,6.4,click,475,0
900379,50692,13139,2024-03-19 12:30:27,4.9,click,128,0
900380,53089,11143,2024-08-25 20:35:54,10.9,purchase,32,1
900381,57009,10570,2024-12-19 05:04:38,7.2,view,538,0
900382,58477,13354,2024-08-18 01:00:50,7.4,view,200,0
900383,53342,17938,2024-10-29 17:45:57,1.4,review,472,0
900384,57889,18201,2024-10-21 10:59:27,9.4,view,433,0
900385,57926,10422,2024-10-27 07:10:46,8.9,view,362,0
900386,56903,13523,2024-01-11 06:27:25,1.9,view,307,0
900387,57903,12087,2024-06-28 17:23:42,5.5,visit,466,1
900388,59323,15983,2024-07-03 17:46:57,5.1,view,263,0
900389,51464,14603,2024-04-28 23:30:20,1.2,click,481,0
900390,57126,17660,2024-08-04 01:24:17,7.1,click,96,0
900391,58750,14442,2024-04-09 12:47:50,0.1,view,291,0
900392,59408,19776,2024-05-01 02:50:08,3.6,purchase,380,1
900393,54563,10760,2024-12-16 07:57:51,0.1,purchase,438,1
900394,53973,15766,2024-04-16 11:32:52,9.4,visit,17,1
900395,53838,15062,2024-06-28 12:10:20,0.1,view,71,0
900396,52623,13444,2024-04-07 10:54:27,0.1,purchase,502,1
900397,50387,16964,2024-06-12 04:50:07,15.7,click,166,0
900398,58164,18110,2024-09-08 12:15:04,8.9,click,75,0
900399,51049,11815,2024-12-12 15:09:10,3.1,purchase,449,1
900400,50802,13210,2024-07-12 11:31:17,18.4,visit,573,1
900401,54527,15598,2024-04-04 17:21:48,17.9,view,265,0
900402,52361,11440,2024-12-26 14:26:59,3.8,purchase,384,1
900403,53125,10306,2024-12-10 01:54:29,7.9,view,276,0
900404,56545,14202,2024-11-18 04:19:38,3.3,view,501,0
900405,56737,15778,2024-10-06 02:17:50,15.2,view,591,0
900406,56981,11305,2024-03-31 23:06:28,7.2,purchase,318,1
900407,53437,12370,2024-07-22 05:10:34,9.2,view,291,0
900408,53296,17476,2024-07-06 10:16:35,0.1,visit,204,1
900409,56412,16413,2024-09-06 01:36:43,6.9,view,336,0
900410,54268,18252,2024-11-22 06:46:10,4.0,click,111,1
900411,51932,19045,2024-05-28 12:34:46,0.1,view,507,0
900412,59930,12901,2024-01-13 22:33:19,1.8,purchase,594,1
900413,55880,14916,2024-10-27 21:18:41,1.1,purchase,150,1
900414,54704,15312,2024-04-29 00:30:39,4.3,view,174,0
900415,55967,10697,2024-04-26 23:52:01,0.1,visit,591,1
900416,57155,14544,2024-09-24 00:07:19,2.6,visit,469,1
900417,57084,16229,2024-02-25 11:03:51,0.1,view,503,0
900418,59884,14290,2024-09-29 01:13:54,6.6,review,263,0
900419,51009,15427,2024-05-09 07:04:16,1.2,click,73,1
900420,51988,12927,2024-05-22 23:16:49,15.5,view,151,0
900421,50752,17207,2024-06-13 01:29:34,0.1,visit,552,1
900422,54166,11567,2024-10-09 17:54:34,0.1,view,110,1
900423,58521,11251,2024-10-04 22:50:51,6.4,view,9,0
900424,56013,13789,2024-12-23 04:37:23,4.5,view,289,0
900425,50088,13954,2024-12-30 12:34:24,13.3,click,384,0
900426,56489,19262,2024-06-15 20:29:16,7.6,purchase,23,1
900427,52205,10440,2024-12-28 17:16:13,4.0,view,594,0
